RegionSegment,RegionSegmentEndUse,Region,Segment,End Use,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLMultifamily - High Rise,SCLMultifamily - High RiseVentilation - Air,SCL,Multifamily - High Rise,Ventilation - Air,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor,Federal Standard 2019 ECM Fan Motor
SCLSingle Family,SCLSingle FamilyWaste Water,SCL,Single Family,Waste Water,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseWaste Water,SCL,Multifamily - Low Rise,Waste Water,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseWaste Water,SCL,Multifamily - Mid Rise,Waste Water,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use
SCLMultifamily - High Rise,SCLMultifamily - High RiseWaste Water,SCL,Multifamily - High Rise,Waste Water,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use,Waste Water Equipment End Use
SCLSingle Family,SCLSingle FamilyWater Heat GT 55 Gal,SCL,Single Family,Water Heat GT 55 Gal,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseWater Heat GT 55 Gal,SCL,Multifamily - Low Rise,Water Heat GT 55 Gal,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseWater Heat GT 55 Gal,SCL,Multifamily - Mid Rise,Water Heat GT 55 Gal,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater
SCLMultifamily - High Rise,SCLMultifamily - High RiseWater Heat GT 55 Gal,SCL,Multifamily - High Rise,Water Heat GT 55 Gal,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater,Federal Standard 2015 Heat Pump Water Heater
SCLSingle Family,SCLSingle FamilyWater Heat LE 55 Gal,SCL,Single Family,Water Heat LE 55 Gal,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseWater Heat LE 55 Gal,SCL,Multifamily - Low Rise,Water Heat LE 55 Gal,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseWater Heat LE 55 Gal,SCL,Multifamily - Mid Rise,Water Heat LE 55 Gal,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater
SCLMultifamily - High Rise,SCLMultifamily - High RiseWater Heat LE 55 Gal,SCL,Multifamily - High Rise,Water Heat LE 55 Gal,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater,Federal Standard 2015 Storage Water Heater
SCLSingle Family,SCLSingle FamilyCirculation - Hydronic Heating,SCL,Single Family,Circulation - Hydronic Heating,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCirculation - Hydronic Heating,SCL,Multifamily - Low Rise,Circulation - Hydronic Heating,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseCirculation - Hydronic Heating,SCL,Multifamily - Mid Rise,Circulation - Hydronic Heating,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump
SCLMultifamily - High Rise,SCLMultifamily - High RiseCirculation - Hydronic Heating,SCL,Multifamily - High Rise,Circulation - Hydronic Heating,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump,Market Average Hydronic Heating Pump
SCLSingle Family,SCLSingle FamilyCirculation - DHW,SCL,Single Family,Circulation - DHW,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCirculation - DHW,SCL,Multifamily - Low Rise,Circulation - DHW,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump,Market Average DHW Pump
